,GID_0,NAME_0,NAME_1,LANDLESS,A0.1,A1.2,A2.5,A5.10,A10.20,A20.,A0.2,A0.5,A0.10,A0.20,N0.1,N1.2,N2.5,N5.10,N10.20,N20.,N0.2,N0.5,N0.10,N0.20,PA0.1,PA1.2,PA2.5,PA5.10,PA10.20,PA20.,PA0.2,PA0.5,PA0.10,PA0.20,PN0.1,PN1.2,PN2.5,PN5.10,PN10.20,PN20.,PN0.2,PN0.5,PN0.10,PN0.20
1,DZA,Algeria,Adrar,NA,5837,4056,4938,1214,299,16970,9893,14831,16045,16344,16373,3175,1787,213,25,122,19548,21335,21548,21573,0.175211623,0.121750615,0.148225971,0.036441136,0.008975206,0.509395449,0.296962238,0.445188209,0.481629345,0.490604551,0.754690021,0.146347085,0.082369209,0.00981793,0.001152339,0.005623416,0.901037105,0.983406315,0.993224245,0.994376584
2,DZA,Algeria,Aïn Defla,NA,769,3019,21285,38183,48689,68003,3788,25073,63256,111945,1598,2369,6749,5690,3832,1736,3967,10716,16406,20238,0.004273457,0.016777069,0.118284171,0.212189077,0.27057261,0.377903617,0.021050526,0.139334697,0.351523774,0.622096383,0.072722308,0.107809229,0.307135706,0.258942386,0.174387913,0.079002457,0.180531537,0.487667243,0.74660963,0.920997543
3,DZA,Algeria,Aïn Témouchent,NA,186,828,4765,14397,69666,67419,1014,5779,20176,89842,336,660,1556,1982,4924,1835,996,2552,4534,9458,0.001182747,0.005265132,0.030299947,0.091548445,0.442996038,0.42870769,0.00644788,0.036747827,0.128296272,0.57129231,0.029752944,0.058443283,0.137784468,0.175506951,0.436022315,0.162490038,0.088196228,0.225980696,0.401487647,0.837509962
4,DZA,Algeria,Alger,NA,453,1189,4758,6848,8746,12750,1642,6400,13248,21994,862,882,1545,1003,645,363,1744,3289,4292,4937,0.013038222,0.034221736,0.136944508,0.19709878,0.251726917,0.366969837,0.047259959,0.184204467,0.381303247,0.633030163,0.162641509,0.166415094,0.291509434,0.189245283,0.121698113,0.068490566,0.329056604,0.620566038,0.809811321,0.931509434
5,DZA,Algeria,Annaba,NA,114,453,3509,8727,11434,18011,567,4076,12803,24237,244,367,1121,1276,875,452,611,1732,3008,3883,0.002698353,0.010722401,0.083057186,0.206565991,0.27064003,0.426316039,0.013420754,0.09647794,0.303043931,0.573683961,0.056286044,0.084659746,0.258592849,0.294348328,0.201845444,0.104267589,0.14094579,0.399538639,0.693886967,0.895732411
6,DZA,Algeria,Batna,NA,1509,6256,34809,60736,87552,181487,7765,42574,103310,190862,4087,5123,11479,9123,6571,4596,9210,20689,29812,36383,0.00405265,0.016801442,0.093484876,0.163115787,0.235134242,0.487411004,0.020854091,0.114338967,0.277454753,0.512588996,0.09973401,0.125015252,0.280119085,0.222626223,0.160350423,0.112155006,0.224749262,0.504868347,0.72749457,0.887844994
7,DZA,Algeria,Béchar,NA,643,1595,4873,1738,324,503,2238,7111,8849,9173,1373,1252,1721,315,28,13,2625,4346,4661,4689,0.06645308,0.164840843,0.503617197,0.179619678,0.033484911,0.051984291,0.231293923,0.73491112,0.914530798,0.948015709,0.292003403,0.266269672,0.366014462,0.066992769,0.005954913,0.002764781,0.558273075,0.924287537,0.991280306,0.997235219
8,DZA,Algeria,Béjaïa,NA,4855,11300,30365,20664,10577,6109,16155,46520,67184,77761,10672,8797,10476,3251,839,160,19469,29945,33196,34035,0.057887206,0.134732324,0.362048408,0.246381304,0.12611184,0.072838917,0.19261953,0.554667938,0.801049243,0.927161083,0.312092411,0.257259833,0.306360579,0.095072379,0.024535751,0.004679047,0.569352244,0.875712824,0.970785203,0.995320953
9,DZA,Algeria,Biskra,NA,2609,6869,20403,26230,39365,61009,9478,29881,56111,95476,6511,5683,6976,3911,3144,1600,12194,19170,23081,26225,0.016672525,0.043895581,0.130383104,0.1676199,0.251557657,0.389871234,0.060568106,0.190951209,0.358571109,0.610128766,0.233998203,0.204240791,0.250709793,0.140557053,0.112991914,0.057502246,0.438238994,0.688948787,0.82950584,0.942497754
10,DZA,Algeria,Blida,NA,543,1328,6194,9462,14302,27579,1871,8065,17527,31829,1210,1018,2028,1392,1050,761,2228,4256,5648,6698,0.009140183,0.022353892,0.104262052,0.159271479,0.240741988,0.464230407,0.031494075,0.135756127,0.295027606,0.535769593,0.162220137,0.136479421,0.271886312,0.18662019,0.14076954,0.1020244,0.298699558,0.570585869,0.75720606,0.8979756
11,DZA,Algeria,Bordj Bou Arréridj,NA,397,3275,21420,34569,42546,94620,3672,25092,59661,102207,768,2745,7145,5291,3172,2315,3513,10658,15949,19121,0.002017,0.016638977,0.108826533,0.175631392,0.216159368,0.48072673,0.018655977,0.12748251,0.303113902,0.51927327,0.03582758,0.128055607,0.333317783,0.246827766,0.147975369,0.107995895,0.163883187,0.49720097,0.744028737,0.892004105
12,DZA,Algeria,Bouira,NA,1430,5861,29551,35385,36443,81482,7291,36842,72227,108670,3147,4734,10013,5439,2819,1672,7881,17894,23333,26152,0.0075203,0.03082271,0.155407253,0.186087972,0.191651942,0.428509824,0.03834301,0.193750263,0.379838235,0.571490176,0.113103795,0.170140886,0.359869178,0.195478723,0.101315411,0.060092007,0.283244681,0.643113859,0.838592582,0.939907993
13,DZA,Algeria,Boumerdès,NA,2497,5937,20225,16096,11424,11807,8434,28659,44755,56179,5399,4742,6927,2516,884,335,10141,17068,19584,20468,0.03672815,0.087326803,0.297487718,0.236754626,0.168034595,0.173668108,0.124054952,0.421542671,0.658297297,0.826331892,0.259529875,0.227947892,0.33298082,0.120944095,0.042493871,0.016103447,0.487477768,0.820458588,0.941402682,0.983896553
14,DZA,Algeria,Chlef,NA,612,3436,27714,52355,60726,94247,4048,31762,84117,144843,1146,2722,8918,7853,4663,2285,3868,12786,20639,25302,0.002559706,0.014371157,0.115914509,0.218976118,0.253988038,0.394190472,0.016930863,0.132845372,0.35182149,0.605809528,0.041541306,0.098669663,0.323268206,0.284663066,0.16902889,0.082828869,0.140210969,0.463479175,0.748142241,0.917171131
15,DZA,Algeria,Constantine,NA,64,311,1993,6093,24975,90800,375,2368,8461,33436,116,254,649,891,1701,1638,370,1019,1910,3611,0.000515149,0.0025033,0.016042049,0.049043755,0.201028687,0.730867059,0.003018449,0.019060498,0.068104253,0.269132941,0.022099448,0.04839017,0.123642599,0.169746618,0.324061726,0.31205944,0.070489617,0.194132216,0.363878834,0.68794056
16,DZA,Algeria,Djelfa,NA,254,1118,15862,54765,117391,260073,1372,17234,71999,189390,522,799,4796,8011,8852,6976,1321,6117,14128,22980,0.000565119,0.002487413,0.035291003,0.121845402,0.261180564,0.578630499,0.003052532,0.038343534,0.160188937,0.421369501,0.017425557,0.026672453,0.160101482,0.267425557,0.295500067,0.232874883,0.04409801,0.204199493,0.47162505,0.767125117
17,DZA,Algeria,El Bayadh,NA,209,780,6703,15724,17657,26412,989,7692,23416,41073,518,670,2277,2696,1478,750,1188,3465,6161,7639,0.003096985,0.011558124,0.099325776,0.232999926,0.261643328,0.391375861,0.014655109,0.113980885,0.346980811,0.608624139,0.061747527,0.079866492,0.271426869,0.321373227,0.176183097,0.089402789,0.141614018,0.413040887,0.734414114,0.910597211
18,DZA,Algeria,El Oued,NA,7223,9609,16583,6268,3056,13394,16832,33415,39683,42739,17765,7337,6098,980,225,287,25102,31200,32180,32405,0.128676536,0.171182727,0.295423369,0.111663371,0.054442129,0.238611868,0.299859263,0.595282632,0.706946003,0.761388132,0.543405114,0.224427995,0.186528814,0.029976753,0.006882418,0.008778906,0.767833109,0.954361923,0.984338676,0.991221094
19,DZA,Algeria,El Tarf,NA,252,1386,9175,12606,13754,25278,1638,10813,23419,37173,437,1101,2993,1876,1024,687,1538,4531,6407,7431,0.004035164,0.0221934,0.146915182,0.201854254,0.220236666,0.404765336,0.026228563,0.173143745,0.374997998,0.595234664,0.053830993,0.135624538,0.368686869,0.231091402,0.126139443,0.084626755,0.189455531,0.5581424,0.789233801,0.915373245
20,DZA,Algeria,Ghardaïa,NA,1571,2557,5398,786,426,2151,4128,9526,10312,10738,4760,2201,2390,132,35,18,6961,9351,9483,9518,0.12188688,0.198386221,0.418806734,0.060982233,0.033051439,0.166886492,0.320273101,0.739079836,0.800062068,0.833113508,0.499161074,0.230809564,0.250629195,0.013842282,0.003670302,0.001887584,0.729970638,0.980599832,0.994442114,0.998112416
21,DZA,Algeria,Guelma,NA,141,1235,11701,23981,41369,83798,1376,13077,37058,78427,257,1022,3804,3533,3089,2063,1279,5083,8616,11705,0.000869163,0.007612883,0.072128217,0.147825551,0.255010017,0.516554169,0.008482047,0.080610264,0.228435814,0.483445831,0.018666473,0.074230099,0.276292853,0.256609529,0.224360837,0.149840209,0.092896572,0.369189425,0.625798954,0.850159791
22,DZA,Algeria,Illizi,NA,276,554,448,37,0,789,830,1278,1315,1315,563,512,191,7,0,6,1075,1266,1273,1273,0.131178707,0.263307985,0.212927757,0.017585551,0,0.375,0.394486692,0.607414449,0.625,0.625,0.440187647,0.400312744,0.149335418,0.005473026,0,0.004691165,0.840500391,0.989835809,0.995308835,0.995308835
23,DZA,Algeria,Jijel,NA,2711,5824,13524,7961,4359,4180,8535,22059,30020,34379,5786,4586,4750,1245,344,113,10372,15122,16367,16711,0.07030784,0.151041261,0.350735237,0.206462823,0.113047538,0.108405301,0.221349101,0.572084338,0.778547161,0.891594699,0.343913457,0.272586781,0.28233476,0.074001427,0.020446981,0.006716595,0.616500238,0.898834998,0.972836424,0.993283405
24,DZA,Algeria,Khenchela,NA,395,1668,15309,37189,62585,135369,2063,17372,54561,117146,952,1354,4933,5632,4809,3663,2306,7239,12871,17680,0.001564264,0.006605548,0.060626101,0.147274419,0.247846663,0.536083005,0.008169812,0.068795913,0.216070332,0.463916995,0.044604788,0.063440004,0.231129644,0.263880429,0.225319777,0.171625357,0.108044792,0.339174437,0.603054866,0.828374643
25,DZA,Algeria,Laghouat,NA,129,1022,15471,38681,35244,34095,1151,16622,55303,90547,361,792,5000,6365,2798,966,1153,6153,12518,15316,0.001034964,0.008199483,0.12412349,0.310336805,0.28276183,0.273543428,0.009234447,0.133357937,0.443694742,0.726456572,0.022171723,0.048642673,0.307087581,0.390922491,0.171846211,0.059329321,0.070814396,0.377901978,0.768824469,0.940670679
26,DZA,Algeria,M'sila,NA,269,1387,25892,64516,95218,184758,1656,27548,92064,187282,762,1211,8377,10056,7486,5399,1973,10350,20406,27892,0.000723041,0.003728094,0.069594667,0.173411461,0.255934846,0.496607892,0.004451134,0.074045802,0.247457263,0.503392108,0.022889069,0.036376198,0.25162957,0.302063621,0.224865579,0.162175963,0.059265267,0.310894836,0.612958457,0.837824037
27,DZA,Algeria,Mascara,NA,857,4056,26112,46558,57741,141305,4913,31025,77583,135324,1543,3237,8487,7133,4400,3458,4780,13267,20400,24800,0.003098012,0.014662237,0.094393574,0.168304842,0.208730827,0.510810508,0.017760249,0.112153823,0.280458665,0.489189492,0.054604006,0.114551631,0.300339727,0.252424092,0.155708118,0.122372426,0.169155637,0.469495364,0.721919456,0.877627574
28,DZA,Algeria,Médéa,NA,928,4745,29812,54449,78750,181736,5673,35485,89934,168684,1718,3817,9870,8300,6122,4486,5535,15405,23705,29827,0.002648251,0.013540894,0.085075053,0.155382113,0.224730324,0.518623366,0.016189144,0.101264197,0.25664631,0.481376634,0.050068487,0.111240638,0.287646082,0.241890829,0.178416344,0.130737621,0.161309125,0.448955206,0.690846035,0.869262379
29,DZA,Algeria,Mila,NA,799,3287,16787,25355,43973,145265,4086,20873,46228,90201,1447,2481,5349,3714,3171,2979,3928,9277,12991,16162,0.003393271,0.013959553,0.071292671,0.10768009,0.18674883,0.616925586,0.017352824,0.088645494,0.196325584,0.383074414,0.075596886,0.129617052,0.279452484,0.19403375,0.165665326,0.155634502,0.205213939,0.484666423,0.678700172,0.844365498
30,DZA,Algeria,Mostaganem,NA,2973,6167,24595,30628,23968,16827,9140,33735,64363,88331,6492,4781,8010,4665,1885,447,11273,19283,23948,25833,0.028271743,0.058645086,0.233886152,0.291256966,0.227923696,0.160016356,0.08691683,0.320802982,0.612059948,0.839983644,0.247031963,0.181925419,0.304794521,0.177511416,0.071727549,0.017009132,0.428957382,0.733751903,0.911263318,0.982990868
31,DZA,Algeria,Naâma,NA,152,509,3874,2823,2882,5964,661,4535,7358,10240,352,412,1493,476,241,167,764,2257,2733,2974,0.0093804,0.031411997,0.239076771,0.174216243,0.177857319,0.36805727,0.040792397,0.279869168,0.454085411,0.63194273,0.112066221,0.131168418,0.475326329,0.151544094,0.076727157,0.053167781,0.243234639,0.718560968,0.870105062,0.946832219
32,DZA,Algeria,Oran,NA,148,1055,8062,13604,21877,42222,1203,9265,22869,44746,264,789,2544,2023,1638,1304,1053,3597,5620,7258,0.001701775,0.012130899,0.092700763,0.156425352,0.251552295,0.485488915,0.013832674,0.106533438,0.262958789,0.514511085,0.030833917,0.092151367,0.29712684,0.236276571,0.191310441,0.152300864,0.122985284,0.420112123,0.656388694,0.847699136
33,DZA,Algeria,Ouargla,NA,6021,7138,7764,2016,1364,7966,13159,20923,22939,24303,17269,6036,3116,321,100,100,23305,26421,26742,26842,0.186587747,0.221203012,0.240602436,0.062474821,0.042269671,0.246862314,0.407790759,0.648393195,0.710868016,0.753137686,0.64096949,0.22403682,0.115655853,0.011914483,0.003711677,0.003711677,0.86500631,0.980662163,0.992576646,0.996288323
34,DZA,Algeria,Oum El Bouaghi,NA,110,898,10585,32936,76358,258633,1008,11593,44529,120887,173,663,3254,4769,5550,5847,836,4090,8859,14409,0.00028984,0.002366147,0.027890493,0.086783305,0.201196248,0.681473967,0.002655987,0.03054648,0.117329785,0.318526033,0.008540679,0.032731043,0.16064376,0.235436414,0.273992891,0.288655213,0.041271722,0.201915482,0.437351896,0.711344787
35,DZA,Algeria,Relizane,NA,629,2631,20859,46098,78715,132713,3260,24119,70217,148932,1221,2073,6674,6902,5970,3577,3294,9968,16870,22840,0.002233308,0.009341547,0.074061318,0.163674129,0.279483037,0.471206661,0.011574855,0.085636173,0.249310302,0.528793339,0.046220237,0.078472196,0.252640345,0.261271151,0.225990839,0.135405231,0.124692433,0.377332778,0.638603929,0.864594769
36,DZA,Algeria,Saïda,NA,128,800,8593,18680,38795,200532,928,9521,28201,66996,223,630,2596,2786,2888,3984,853,3449,6235,9123,0.000478455,0.002990341,0.032120002,0.069824467,0.145012858,0.749573876,0.003468796,0.035588798,0.105413265,0.250426124,0.017013809,0.048065919,0.198062104,0.212558175,0.220340276,0.303959716,0.065079728,0.263141833,0.475700008,0.696040284
37,DZA,Algeria,Sétif,NA,2895,9461,35890,49436,61939,198031,12356,48246,97682,159621,5055,6978,11619,7273,4558,4402,12033,23652,30925,35483,0.008094461,0.026453088,0.100348943,0.138223748,0.173182311,0.553697449,0.034547549,0.134896492,0.27312024,0.446302551,0.126739376,0.17495299,0.291312524,0.182349254,0.114278551,0.110367306,0.301692366,0.593004889,0.775354143,0.889632694
38,DZA,Algeria,Sidi Bel Abbès,NA,394,1379,7865,23967,105270,180935,1773,9638,33605,138875,771,1043,2479,3310,7474,5085,1814,4293,7603,15077,0.001231981,0.004311935,0.024592727,0.074941371,0.329164191,0.565757794,0.005543917,0.030136644,0.105078015,0.434242206,0.038240254,0.051730979,0.122954072,0.164170221,0.370697351,0.252207122,0.089971233,0.212925305,0.377095526,0.747792878
39,DZA,Algeria,Skikda,NA,1692,5889,27058,35684,31532,24016,7581,34639,70323,101855,3635,4841,9195,5389,2491,642,8476,17671,23060,25551,0.013442334,0.046785995,0.214966116,0.283496596,0.250510443,0.190798516,0.060228329,0.275194445,0.558691041,0.809201484,0.138777536,0.184820372,0.35104799,0.205741992,0.095101745,0.024510365,0.323597908,0.674645898,0.88038789,0.975489635
40,DZA,Algeria,Souk Ahras,NA,95,844,8446,22967,50097,166921,939,9385,32352,82449,156,698,2678,3356,3712,3496,854,3532,6888,10600,0.00038096,0.003384529,0.033869351,0.092100092,0.200894254,0.669370814,0.003765489,0.03763484,0.129734932,0.330629186,0.011066969,0.049517594,0.189982974,0.238081725,0.263337117,0.248013621,0.060584563,0.250567537,0.488649262,0.751986379
41,DZA,Algeria,Tamanghasset,NA,666,1253,2136,722,199,3530,1919,4055,4777,4976,1198,1004,859,124,15,6,2202,3061,3185,3200,0.078297672,0.147307783,0.251116859,0.08488126,0.02339525,0.415001176,0.225605455,0.476722314,0.561603574,0.584998824,0.373674361,0.31316282,0.267935122,0.03867748,0.004678727,0.001871491,0.68683718,0.954772302,0.993449782,0.998128509
42,DZA,Algeria,Tébessa,NA,88,1148,20602,63996,116298,212108,1236,21838,85834,202132,169,983,6528,9678,9039,5885,1152,7680,17358,26397,0.000212437,0.00277134,0.049734453,0.154490151,0.28075029,0.512041329,0.002983778,0.052718231,0.207208382,0.487958671,0.005235116,0.030450406,0.202217954,0.299795552,0.280001239,0.182299734,0.035685521,0.237903476,0.537699027,0.817700266
43,DZA,Algeria,Tiaret,NA,41,678,9075,35178,122958,573609,719,9794,44972,167930,73,503,2844,5138,8744,13844,576,3420,8558,17302,5.53E-05,0.000914315,0.012238062,0.047439177,0.16581461,0.773538546,0.000969605,0.013207667,0.060646844,0.226461454,0.0023438,0.016149746,0.091311886,0.164965004,0.28074231,0.444487254,0.018493547,0.109805432,0.274770436,0.555512746
44,DZA,Algeria,Tindouf,NA,28,84,110,42,57,44,112,222,264,321,95,73,42,7,4,2,168,210,217,221,0.076712329,0.230136986,0.301369863,0.115068493,0.156164384,0.120547945,0.306849315,0.608219178,0.723287671,0.879452055,0.426008969,0.32735426,0.188340807,0.031390135,0.01793722,0.00896861,0.753363229,0.941704036,0.97309417,0.99103139
45,DZA,Algeria,Tipaza,NA,841,2608,9743,13665,9922,19022,3449,13192,26857,36779,1537,1982,3192,2042,750,453,3519,6711,8753,9503,0.015071414,0.046737514,0.174602606,0.244888084,0.177810434,0.340889948,0.061808928,0.236411534,0.481299618,0.659110052,0.154379269,0.199075934,0.320610687,0.205102451,0.075331458,0.045500201,0.353455203,0.67406589,0.879168341,0.954499799
46,DZA,Algeria,Tissemsilt,NA,52,873,7134,14925,27785,94704,925,8059,22984,50769,94,738,2286,2234,2139,2211,832,3118,5352,7491,0.000357455,0.006001114,0.049040028,0.102596358,0.190997642,0.651007403,0.006358568,0.055398596,0.157994954,0.348992597,0.009688724,0.07606679,0.235621521,0.230261802,0.220470006,0.227891156,0.085755514,0.321377036,0.551638837,0.772108844
47,DZA,Algeria,Tizi Ouzou,NA,14121,18928,31217,18265,12114,10814,33049,64266,82531,94645,35137,14770,10982,2820,929,333,49907,60889,63709,64638,0.133900378,0.179482074,0.296010772,0.17319527,0.114869286,0.10254222,0.313382452,0.609393224,0.782588494,0.89745778,0.540810515,0.227332194,0.169029259,0.04340398,0.014298687,0.005125364,0.76814271,0.937171969,0.980575949,0.994874636
48,DZA,Algeria,Tlemcen,NA,910,5030,33088,53395,75746,186530,5940,39028,92423,168169,2033,4224,11048,8128,5848,4210,6257,17305,25433,31281,0.002565556,0.014181038,0.093284729,0.150536088,0.21355008,0.525882509,0.016746594,0.110031322,0.260567411,0.474117491,0.057282128,0.119016089,0.311290186,0.229015807,0.164774168,0.118621622,0.176298216,0.487588403,0.71660421,0.881378378
49,AGO,Angola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,BEN,Benin,Alibori,51053.137,10186.472,37268.109,197715.75,222501.719,199677.531,64331.766,47454.581,245170.331,467672.05,667349.581,10477.815,18782.064,52941.102,28068.41,13244.29,2048.461,29259.879,82200.981,110269.391,123513.681,0.014,0.051,0.27,0.304,0.273,0.088,0.065,0.335,0.639,0.912,0.059,0.106,0.3,0.159,0.075,0.012,0.165,0.465,0.624,0.699
51,BEN,Benin,Atakora,54849.293,13378.478,31847.156,161839.844,170314.594,69972.805,50139.484,45225.634,207065.478,377380.072,447352.877,13612.681,17530.639,44108.766,22930.141,4769.902,1502.096,31143.32,75252.086,98182.227,102952.129,0.027,0.064,0.325,0.342,0.141,0.101,0.091,0.416,0.758,0.899,0.085,0.11,0.277,0.144,0.03,0.009,0.195,0.472,0.616,0.646
52,BEN,Benin,Atlantique,320280.063,21827.564,13616.245,23056.148,8771.528,5872.55,9663.781,35443.809,58499.957,67271.485,73144.035,34519.344,7389.073,6516.058,1123.242,311.373,193.276,41908.417,48424.475,49547.717,49859.09,0.264,0.164,0.278,0.106,0.071,0.117,0.428,0.706,0.812,0.883,0.093,0.02,0.018,0.003,0.001,0.001,0.113,0.131,0.134,0.135
53,BEN,Benin,Borgou,101999.695,8854.787,35019.313,237899.828,351104.125,156532.25,80098.18,43874.1,281773.928,632878.053,789410.303,9483.5,17823.188,60682.402,44475.809,10889.576,2167.911,27306.688,87989.09,132464.899,143354.475,0.01,0.04,0.274,0.404,0.18,0.092,0.05,0.324,0.728,0.908,0.038,0.072,0.245,0.18,0.044,0.009,0.11,0.355,0.535,0.579
54,BEN,Benin,Collines,62563.051,14639.447,33951.703,153494.031,212044.359,158121.25,63665.305,48591.15,202085.181,414129.54,572250.79,15833.509,17295.842,38366.137,25718.418,10343.93,2004.182,33129.351,71495.488,97213.906,107557.836,0.023,0.053,0.241,0.333,0.249,0.1,0.076,0.317,0.65,0.899,0.092,0.1,0.223,0.149,0.06,0.012,0.192,0.415,0.564,0.624
55,BEN,Benin,Donga,42474.691,11344.907,29714.645,81497.492,29769.73,15946.624,6319.96,41059.552,122557.044,152326.774,168273.398,12408.321,15239.896,22933.098,3820.039,1072.199,165.465,27648.217,50581.315,54401.354,55473.553,0.065,0.17,0.467,0.171,0.091,0.036,0.235,0.702,0.873,0.964,0.126,0.155,0.234,0.039,0.011,0.002,0.281,0.515,0.554,0.565
56,BEN,Benin,Kouffo,77786.992,75568.609,44936.145,33179.094,11015.357,7002.99,4715.535,120504.754,153683.848,164699.205,171702.195,94883,23918.293,10029.009,1454.329,559.168,225.624,118801.293,128830.302,130284.631,130843.799,0.428,0.255,0.188,0.062,0.04,0.027,0.683,0.871,0.933,0.973,0.454,0.115,0.048,0.007,0.003,0.001,0.569,0.617,0.624,0.627
57,BEN,Benin,Littoral,190876.375,485.341,387.027,3463.68,NA,NA,NA,872.368,4336.048,NA,NA,538.875,193.513,965.056,0,0,0,732.388,1697.444,1697.444,1697.444,0.112,0.089,0.799,NA,NA,NA,0.201,1,NA,NA,0.003,0.001,0.005,0,0,0,0.004,0.009,0.009,0.009
58,BEN,Benin,Mono,86476.797,27813.939,24096.855,22612.002,6866.69,6165.465,NA,51910.794,74522.796,81389.486,87554.951,34005.129,13864.819,6787.209,897.98,392.946,0,47869.948,54657.157,55555.137,55948.083,0.318,0.275,0.258,0.078,0.07,NA,0.593,0.851,0.929,0.999,0.239,0.097,0.048,0.006,0.003,0,0.336,0.384,0.39,0.393
59,BEN,Benin,Ouémé,255401.844,17738.125,21183.678,28942.02,7514.893,3963.164,2033.25,38921.803,67863.823,75378.716,79341.88,22272.074,11142.809,8295.746,925.974,264.211,33.093,33414.883,41710.629,42636.603,42900.814,0.218,0.26,0.356,0.092,0.049,0.025,0.478,0.834,0.926,0.975,0.075,0.037,0.028,0.003,0.001,0,0.112,0.14,0.143,0.144
60,BEN,Benin,Plateau,70976.695,34097.496,39609.402,58682.148,17056.039,14762.055,8197.076,73706.898,132389.046,149445.085,164207.14,38638.508,20323.225,16810.723,2097.632,974.266,253.022,58961.733,75772.456,77870.088,78844.354,0.198,0.23,0.34,0.099,0.086,0.048,0.428,0.768,0.867,0.953,0.257,0.135,0.112,0.014,0.006,0.002,0.392,0.504,0.518,0.524
61,BEN,Benin,Zou,113706.078,38439.32,46669.309,74954.625,76791.859,46009.656,34744.004,85108.629,160063.254,236855.113,282864.769,41210.18,24648.146,21152.52,9965.607,2960.347,968.992,65858.326,87010.846,96976.453,99936.8,0.121,0.147,0.236,0.242,0.145,0.109,0.268,0.504,0.746,0.891,0.192,0.115,0.099,0.046,0.014,0.005,0.307,0.406,0.452,0.466
62,BWA,Botswana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,BFA,Burkina Faso,Boucle Du Mouhoun,7852.244247,8143.187136,22608.909,223525.7386,118535.073,3650.064102,0,30752.09613,254277.8347,372812.9078,376462.9719,10005.82211,12676.62128,64401.67288,17438.53958,235.4880066,0,22682.44339,87084.11627,104522.6559,104758.1439,0.021630778,0.06005613,0.593752255,0.314865158,0.009695679,0,0.081686908,0.675439163,0.990304321,1,0.088853456,0.112570621,0.571898152,0.15485729,0.002091175,0,0.201424076,0.773322228,0.928179519,0.930270694
64,BFA,Burkina Faso,Cascades,71205.51221,10060.48761,41302.28204,131732.8567,255486.4355,273269.2422,0,51362.76965,183095.6264,438582.0619,711851.3041,19396.22925,26140.92468,35389.67062,40652.14838,23398.04004,0,45537.15393,80926.82455,121578.9729,144977.013,0.01413285,0.05802094,0.185056705,0.358904218,0.383885287,0,0.07215379,0.257210495,0.616114713,1,0.089721541,0.120920619,0.163702735,0.188045488,0.1082328,0,0.210642159,0.374344894,0.562390382,0.670623182
65,BFA,Burkina Faso,Centre,118459.4981,22119.96105,3367.569397,5768.370667,6123.76799,0,0,25487.53045,31255.90111,37379.6691,37379.6691,23749.18966,2234.772949,2077.70697,874.8240051,0,0,25983.96261,28061.66958,28936.49358,28936.49358,0.591764496,0.090090937,0.154318398,0.163826169,0,0,0.681855433,0.836173831,1,1,0.161125071,0.015161694,0.014096089,0.005935195,0,0,0.176286765,0.190382854,0.196318049,0.196318049
66,BFA,Burkina Faso,Centre-Est,19004.78406,1717.366775,14141.67475,66253.1485,73022.02682,14504.54754,0,15859.04152,82112.19002,155134.2168,169638.7644,2087.159958,7623.065094,19914.79129,10561.42397,1118.750015,0,9710.225052,29625.01635,40186.44031,41305.19033,0.010123669,0.083363462,0.390554298,0.430456017,0.085502554,0,0.093487132,0.48404143,0.914497446,1,0.03460721,0.126398082,0.330207258,0.175119026,0.01855,0,0.161005292,0.491212551,0.666331577,0.684881576
67,BFA,Burkina Faso,Centre-Nord,46535.41638,15235.7191,80360.08038,322771.133,84424.57949,0,0,95595.79948,418366.9325,502791.512,502791.512,21657.97217,49033.30042,97369.21698,13250.57227,0,0,70691.27258,168060.4896,181311.0618,181311.0618,0.03030226,0.159827838,0.641958198,0.167911704,0,0,0.190130098,0.832088296,1,1,0.095055111,0.21520324,0.427345719,0.058155704,0,0,0.310258351,0.73760407,0.795759773,0.795759773
68,BFA,Burkina Faso,Centre-Ouest,67574.5499,7491.51527,26257.68868,63372.23791,81326.72239,10080.27727,0,33749.20395,97121.44185,178448.1642,188528.4415,16883.08966,15921.85736,20452.01321,12592.70952,659.9199524,0,32804.94702,53256.96024,65849.66975,66509.58971,0.039736791,0.139277069,0.336141525,0.431376411,0.053468205,0,0.17901386,0.515155385,0.946531795,1,0.125914144,0.11874527,0.152531189,0.093916473,0.004921685,0,0.244659414,0.397190603,0.491107076,0.496028762
69,BFA,Burkina Faso,Centre-Sud,17231.04506,19528.26144,24286.84269,124388.603,24482.82564,113881.7557,0,43815.10413,168203.7071,192686.5328,306568.2885,22698.07213,15732.35062,32557.41859,3454.804054,7245.495605,0,38430.42274,70987.84134,74442.64539,81688.141,0.063699548,0.07922164,0.405745172,0.07986092,0.371472719,0,0.142921188,0.548666361,0.628527281,1,0.229460765,0.159042459,0.329131485,0.03492552,0.073246616,0,0.388503224,0.717634709,0.75256023,0.825806846
